RECLOC,ORIG_CD,DEST_CD,DEP_DTML,ARR_DTML
407,Pune,Kochi,11:00,12:50
784,Guwahati,Kochi,09:30,13:00
563,Chennai,Kochi,11:15,12:30
397,Chennai,Kochi,13:50,15:05
314,Chennai,Kochi,17:55,19:35
613,Chennai,Kochi,18:45,20:00
274,Chennai,Kochi,19:55,21:20
7996,Hubli,Kochi,20:10,22:20
7274,Tiruchirappalli,Kochi,00:25,01:30
7173,Tiruchirappalli,Kochi,09:35,10:40
7173,Tiruchirappalli,Kochi,11:05,12:10
7164,Tiruchirappalli,Kochi,12:10,13:05
7273,Tiruchirappalli,Kochi,22:00,23:05
227,Kolkata,Kochi,09:40,12:40
549,Kolkata,Kochi,21:55,00:50
7172,Mangalore,Kochi,06:35,07:45
7172,Mangalore,Kochi,08:05,09:15
7177,Mangalore,Kochi,17:20,18:25
7177,Mangalore,Kochi,19:20,20:30
608,Hyderabad,Mumbai,09:50,11:25
809,Hyderabad,Mumbai,14:50,16:20
231,Hyderabad,Mumbai,19:00,20:35
176,Thiruvananthapuram,Mumbai,10:50,13:00
171,Delhi,Mumbai,04:45,07:10
993,Delhi,Mumbai,06:40,08:55
167,Delhi,Mumbai,07:30,09:50
179,Delhi,Mumbai,08:25,10:40
181,Delhi,Mumbai,09:10,11:30
181,Delhi,Mumbai,09:10,11:30
957,Delhi,Mumbai,11:30,13:45
189,Delhi,Mumbai,15:00,17:10
191,Delhi,Mumbai,17:10,19:25
129,Delhi,Mumbai,17:30,19:50
843,Delhi,Mumbai,18:35,20:55
197,Delhi,Mumbai,19:30,21:45
665,Delhi,Mumbai,21:30,23:45
155,Delhi,Mumbai,22:25,00:45
711,Varanasi,Mumbai,10:00,12:35
711,Varanasi,Mumbai,10:00,12:35
579,Varanasi,Mumbai,14:40,17:15
375,Bhubaneswar,Mumbai,08:50,11:25
257,Bhubaneswar,Mumbai,13:10,15:50
5448,Calicut,Mumbai,11:40,13:35
6936,Nagpur,Mumbai,10:30,12:05
3175,Bagdogra,Mumbai,11:50,14:55
6175,Bagdogra,Mumbai,11:50,15:05
685,Lucknow,Mumbai,07:45,10:10
463,Lucknow,Mumbai,14:35,17:10
184,Kochi,Mumbai,02:20,04:30
298,Kochi,Mumbai,07:55,10:05
981,Kochi,Mumbai,12:20,14:30
264,Kochi,Mumbai,12:35,14:45
215,Kochi,Mumbai,13:50,16:00
439,Kochi,Mumbai,16:00,18:10
448,Amritsar,Mumbai,13:40,16:20
448,Amritsar,Mumbai,13:35,16:20
6958,Ahmedabad,Mumbai,05:20,06:45
3834,Ahmedabad,Mumbai,07:40,09:05
214,Ahmedabad,Mumbai,09:20,10:45
984,Ahmedabad,Mumbai,09:40,11:15
984,Ahmedabad,Mumbai,10:25,11:45
403,Ahmedabad,Mumbai,14:00,15:20
313,Ahmedabad,Mumbai,18:40,20:10
6958,Ahmedabad,Mumbai,05:20,06:45
6834,Ahmedabad,Mumbai,07:40,09:05
984,Ahmedabad,Mumbai,09:50,11:15
984,Ahmedabad,Mumbai,10:10,11:40
403,Ahmedabad,Mumbai,14:00,15:15
313,Ahmedabad,Mumbai,18:40,20:10
965,Jaipur,Mumbai,09:10,11:10
394,Jaipur,Mumbai,17:25,19:35
456,Bengaluru,Mumbai,05:00,06:55
734,Bengaluru,Mumbai,09:20,11:10
734,Bengaluru,Mumbai,09:20,11:10
346,Bengaluru,Mumbai,10:20,12:10
414,Bengaluru,Mumbai,12:20,14:15
414,Bengaluru,Mumbai,12:50,14:40
6128,Bengaluru,Mumbai,14:50,16:40
5449,Bengaluru,Mumbai,18:10,20:10
566,Bengaluru,Mumbai,19:35,21:30
849,Bengaluru,Mumbai,23:00,00:55
424,Bengaluru,Mumbai,07:00,08:50
734,Bengaluru,Mumbai,09:20,11:10
734,Bengaluru,Mumbai,09:20,11:05
346,Bengaluru,Mumbai,10:20,12:10
414,Bengaluru,Mumbai,12:20,14:10
414,Bengaluru,Mumbai,12:50,14:35
787,Ranchi,Mumbai,16:45,19:30
655,Indore,Mumbai,07:25,08:50
3904,Indore,Mumbai,13:05,14:25
568,Vadodara,Mumbai,08:05,09:10
568,Vadodara,Mumbai,08:05,09:10
446,Vadodara,Mumbai,17:10,18:15
215,Allahabad,Mumbai,14:00,16:00
802,Raipur,Mumbai,11:45,13:45
804,Raipur,Mumbai,16:45,18:45
264,Chandigarh,Mumbai,12:10,14:45
463,Chandigarh,Mumbai,14:35,17:10
748,Udaipur,Mumbai,09:55,11:35
831,Guwahati,Mumbai,08:35,12:10
433,Guwahati,Mumbai,17:05,20:45
495,Chennai,Mumbai,06:45,08:45
495,Chennai,Mumbai,06:45,08:45
782,Chennai,Mumbai,08:50,11:00
621,Chennai,Mumbai,12:20,14:25
998,Chennai,Mumbai,17:15,19:15
387,Chennai,Mumbai,22:15,00:20
453,Coimbatore,Mumbai,07:55,09:50
598,Coimbatore,Mumbai,14:20,16:20
5097,Goa,Mumbai,13:10,14:40
813,Goa,Mumbai,14:35,16:05
712,Goa,Mumbai,14:45,16:10
712,Goa,Mumbai,14:45,16:10
712,Goa,Mumbai,14:45,16:10
418,Goa,Mumbai,17:05,18:35
468,Goa,Mumbai,17:40,19:15
429,Kolkata,Mumbai,10:55,14:00
326,Kolkata,Mumbai,14:45,17:40
596,Kolkata,Mumbai,17:00,19:55
961,Kolkata,Mumbai,21:30,00:30
559,Srinagar,Mumbai,15:20,18:25
295,Mangalore,Mumbai,12:20,14:05
295,Mangalore,Mumbai,16:00,17:45
459,Mangalore,Mumbai,18:00,19:45
7994,Tirupati,Kolhapur,11:20,13:30
879,Hyderabad,Visakhapatnam,10:40,11:40
879,Hyderabad,Visakhapatnam,10:40,11:40
366,Hyderabad,Visakhapatnam,11:15,12:25
611,Hyderabad,Visakhapatnam,16:50,18:00
773,Hyderabad,Visakhapatnam,17:35,18:50
626,Hyderabad,Visakhapatnam,20:50,20:55
2197,Delhi,Visakhapatnam,19:25,21:35
512,Bhubaneswar,Visakhapatnam,13:30,14:25
531,Kochi,Visakhapatnam,13:40,16:20
531,Kochi,Visakhapatnam,14:10,16:20
816,Kochi,Visakhapatnam,21:00,23:00
208,Bengaluru,Visakhapatnam,16:35,18:20
622,Bengaluru,Visakhapatnam,19:05,20:40
838,Bengaluru,Visakhapatnam,21:05,22:40
409,Bengaluru,Visakhapatnam,12:45,14:15
882,Chennai,Visakhapatnam,18:25,19:45
437,Chennai,Visakhapatnam,22:05,23:25
2524,Delhi,Amritsar,05:15,06:30
2894,Delhi,Amritsar,21:30,22:45
453,Mumbai,Amritsar,10:40,13:10
477,Bengaluru,Amritsar,09:55,12:55
478,Srinagar,Amritsar,14:45,15:50
2615,Delhi,Imphal,11:00,13:50
251,Guwahati,Imphal,08:20,09:15
939,Guwahati,Imphal,10:50,11:40
186,Guwahati,Imphal,12:20,13:15
358,Agartala,Imphal,13:05,13:55
358,Agartala,Imphal,13:05,14:00
6114,Kolkata,Imphal,11:30,12:50
874,Kolkata,Imphal,13:30,14:50
7153,Hyderabad,Rajahmundry,11:05,12:20
7123,Hyderabad,Rajahmundry,14:35,15:50
7155,Hyderabad,Rajahmundry,15:20,16:40
7121,Bengaluru,Rajahmundry,10:50,12:40
7121,Bengaluru,Rajahmundry,10:50,12:35
7125,Chennai,Rajahmundry,18:15,19:50
982,Hyderabad,Patna,09:00,11:10
619,Hyderabad,Patna,15:10,20:45
494,Delhi,Patna,06:45,08:25
738,Delhi,Patna,08:20,10:05
738,Delhi,Patna,08:20,10:05
738,Delhi,Patna,08:20,10:05
5126,Delhi,Patna,12:20,14:05
653,Delhi,Patna,15:40,17:20
634,Lucknow,Patna,08:10,09:15
634,Lucknow,Patna,08:10,09:15
342,Lucknow,Patna,17:00,18:05
787,Mumbai,Patna,12:30,14:55
485,Bengaluru,Patna,12:00,14:25
902,Bengaluru,Patna,15:05,17:40
485,Bengaluru,Patna,12:00,14:30
498,Ranchi,Patna,08:20,09:05
339,Kolkata,Patna,09:20,10:30
339,Kolkata,Patna,09:20,10:30
811,Kolkata,Patna,11:45,13:00
633,Kolkata,Patna,18:30,19:55
633,Kolkata,Patna,18:30,19:45
633,Kolkata,Patna,18:30,19:45
6235,Bengaluru,Agra,10:00,12:15
444,Hyderabad,Dehradun,13:20,16:00
545,Delhi,Dehradun,06:40,07:30
964,Delhi,Dehradun,11:20,12:10
246,Delhi,Dehradun,16:55,17:40
577,Lucknow,Dehradun,12:50,14:00
577,Lucknow,Dehradun,12:50,14:00
577,Lucknow,Dehradun,12:50,14:00
911,Bengaluru,Dehradun,12:45,15:50
911,Bengaluru,Dehradun,12:50,15:50
293,Hyderabad,Port Blair,09:40,12:30
368,Bengaluru,Port Blair,04:30,07:05
188,Chennai,Port Blair,08:25,10:40
282,Kolkata,Port Blair,07:35,09:50
6644,Hyderabad,Ahmedabad,05:20,07:15
644,Hyderabad,Ahmedabad,08:45,10:35
6361,Hyderabad,Ahmedabad,11:45,13:40
6362,Hyderabad,Ahmedabad,13:25,15:10
6373,Delhi,Ahmedabad,07:25,09:10
6373,Delhi,Ahmedabad,07:45,09:30
161,Delhi,Ahmedabad,11:00,12:35
432,Delhi,Ahmedabad,13:40,15:15
721,Varanasi,Ahmedabad,20:40,22:40
954,Bhubaneswar,Ahmedabad,11:50,14:00
856,Lucknow,Ahmedabad,20:55,22:55
543,Kochi,Ahmedabad,12:00,14:40
668,Kochi,Ahmedabad,15:15,17:55
668,Kochi,Ahmedabad,17:35,20:20
213,Mumbai,Ahmedabad,07:25,08:50
181,Mumbai,Ahmedabad,12:20,13:30
215,Mumbai,Ahmedabad,16:35,17:50
639,Mumbai,Ahmedabad,20:05,21:20
6433,Mumbai,Ahmedabad,20:50,22:10
238,Jaipur,Ahmedabad,07:55,09:20
238,Jaipur,Ahmedabad,07:55,09:15
238,Jaipur,Ahmedabad,07:55,09:15
287,Bengaluru,Ahmedabad,09:55,12:10
6135,Bengaluru,Ahmedabad,11:55,14:50
369,Bengaluru,Ahmedabad,14:25,16:40
369,Bengaluru,Ahmedabad,15:45,17:55
452,Bengaluru,Ahmedabad,17:25,19:45
6779,Bengaluru,Ahmedabad,02:40,04:50
287,Bengaluru,Ahmedabad,10:00,12:10
703,Indore,Ahmedabad,10:55,11:55
135,Pune,Ahmedabad,14:30,15:45
237,Chennai,Ahmedabad,16:10,18:30
237,Chennai,Ahmedabad,16:10,18:30
5994,Hubli,Ahmedabad,09:45,11:20
5994,Hubli,Ahmedabad,13:35,15:25
7244,Bhopal,Ahmedabad,17:25,15:55
202,Kolkata,Ahmedabad,12:50,15:40
202,Kolkata,Ahmedabad,12:50,15:40
674,Kolkata,Ahmedabad,18:35,21:25
5098,Delhi,Jaipur,07:40,08:40
212,Delhi,Jaipur,09:15,10:15
736,Delhi,Jaipur,21:10,22:15
914,Varanasi,Jaipur,15:45,17:15
451,Lucknow,Jaipur,16:30,17:55
207,Mumbai,Jaipur,05:15,07:15
504,Mumbai,Jaipur,17:05,19:05
998,Mumbai,Jaipur,19:50,21:45
237,Ahmedabad,Jaipur,19:00,20:25
237,Ahmedabad,Jaipur,19:00,20:25
237,Ahmedabad,Jaipur,19:05,20:35
237,Ahmedabad,Jaipur,19:05,20:35
469,Bengaluru,Jaipur,17:05,19:35
838,Bengaluru,Jaipur,21:05,23:25
415,Bengaluru,Jaipur,09:00,11:40
117,Pune,Jaipur,03:40,05:25
437,Udaipur,Jaipur,17:35,18:25
437,Udaipur,Jaipur,17:35,18:25
437,Udaipur,Jaipur,17:35,18:25
548,Chennai,Jaipur,10:55,13:30
755,Chennai,Jaipur,23:20,02:00
914,Surat,Jaipur,15:50,17:15
238,Kolkata,Jaipur,04:45,07:25
238,Kolkata,Jaipur,04:45,07:25
394,Kolkata,Jaipur,14:30,16:55
151,Hyderabad,Bengaluru,08:25,09:50
827,Hyderabad,Bengaluru,10:55,12:20
827,Hyderabad,Bengaluru,10:55,12:05
527,Hyderabad,Bengaluru,11:55,13:10
6417,Hyderabad,Bengaluru,13:50,14:55
6417,Hyderabad,Bengaluru,13:55,15:00
739,Hyderabad,Bengaluru,15:00,16:15
6187,Hyderabad,Bengaluru,18:35,19:50
357,Hyderabad,Bengaluru,19:10,20:15
874,Thiruvananthapuram,Bengaluru,07:50,09:20
279,Thiruvananthapuram,Bengaluru,16:05,17:20
676,Thiruvananthapuram,Bengaluru,17:05,18:20
2624,Delhi,Bengaluru,02:00,04:45
2133,Delhi,Bengaluru,05:05,07:55
2929,Delhi,Bengaluru,07:55,10:45
2297,Delhi,Bengaluru,09:10,11:50
2297,Delhi,Bengaluru,09:35,12:20
2423,Delhi,Bengaluru,13:00,15:45
2123,Delhi,Bengaluru,15:50,18:40
2306,Delhi,Bengaluru,17:05,19:55
2306,Delhi,Bengaluru,17:05,19:50
2637,Delhi,Bengaluru,18:50,21:40
2963,Delhi,Bengaluru,19:40,22:30
115,Varanasi,Bengaluru,08:20,10:55
115,Varanasi,Bengaluru,08:20,10:55
144,Varanasi,Bengaluru,11:45,14:30
115,Bhubaneswar,Bengaluru,08:35,10:40
317,Bhubaneswar,Bengaluru,10:30,12:35
317,Bhubaneswar,Bengaluru,13:55,16:00
492,Bhubaneswar,Bengaluru,14:20,16:25
3869,Bhubaneswar,Bengaluru,21:40,23:50
7128,Calicut,Bengaluru,07:00,08:10
7217,Madurai,Bengaluru,11:40,13:15
7219,Madurai,Bengaluru,15:20,16:45
7219,Madurai,Bengaluru,15:20,16:45
445,Bagdogra,Bengaluru,08:40,11:40
445,Bagdogra,Bengaluru,09:10,12:00
445,Bagdogra,Bengaluru,09:10,12:35
445,Bagdogra,Bengaluru,09:10,12:00
445,Bagdogra,Bengaluru,09:05,11:45
445,Bagdogra,Bengaluru,09:05,12:10
904,Lucknow,Bengaluru,08:35,11:20
208,Lucknow,Bengaluru,12:10,14:45
904,Lucknow,Bengaluru,13:30,16:10
521,Kochi,Bengaluru,05:30,06:35
537,Kochi,Bengaluru,08:20,09:30
172,Kochi,Bengaluru,10:35,11:50
172,Kochi,Bengaluru,10:35,11:45
369,Kochi,Bengaluru,12:45,13:50
369,Kochi,Bengaluru,13:35,15:05
349,Kochi,Bengaluru,17:50,18:55
412,Kochi,Bengaluru,20:30,21:35
349,Kochi,Bengaluru,21:20,22:25
848,Mumbai,Bengaluru,00:10,02:00
715,Mumbai,Bengaluru,07:35,09:30
236,Mumbai,Bengaluru,09:30,11:20
6939,Mumbai,Bengaluru,12:40,14:20
6939,Mumbai,Bengaluru,13:25,15:30
3177,Mumbai,Bengaluru,15:40,17:30
5533,Mumbai,Bengaluru,17:15,19:00
463,Mumbai,Bengaluru,17:45,19:30
463,Mumbai,Bengaluru,17:45,19:30
949,Mumbai,Bengaluru,20:35,22:15
287,Visakhapatnam,Bengaluru,07:45,09:25
287,Visakhapatnam,Bengaluru,07:45,09:25
422,Visakhapatnam,Bengaluru,14:40,16:20
216,Visakhapatnam,Bengaluru,19:00,20:40
647,Visakhapatnam,Bengaluru,21:10,22:45
491,Amritsar,Bengaluru,08:10,11:15
491,Amritsar,Bengaluru,10:45,13:45
478,Amritsar,Bengaluru,16:25,19:30
478,Amritsar,Bengaluru,16:25,19:30
7119,Rajahmundry,Bengaluru,08:40,10:30
178,Patna,Bengaluru,18:15,20:45
491,Dehradun,Bengaluru,10:35,13:30
6134,Dehradun,Bengaluru,13:00,11:20
912,Dehradun,Bengaluru,16:20,19:10
823,Ahmedabad,Bengaluru,08:50,11:10
758,Ahmedabad,Bengaluru,12:40,14:55
758,Ahmedabad,Bengaluru,13:00,15:10
893,Ahmedabad,Bengaluru,17:10,19:20
893,Ahmedabad,Bengaluru,18:25,20:30
823,Ahmedabad,Bengaluru,08:50,11:10
758,Ahmedabad,Bengaluru,12:40,15:10
758,Ahmedabad,Bengaluru,12:40,14:50
893,Ahmedabad,Bengaluru,17:05,19:25
893,Ahmedabad,Bengaluru,18:25,20:35
996,Ahmedabad,Bengaluru,23:45,02:05
169,Jaipur,Bengaluru,03:55,06:25
642,Jaipur,Bengaluru,09:00,11:30
556,Jaipur,Bengaluru,20:05,22:35
7203,Vijayawada,Bengaluru,07:50,09:40
7133,Vijayawada,Bengaluru,15:30,17:10
989,Indore,Bengaluru,04:40,06:40
703,Indore,Bengaluru,10:55,12:50
737,Indore,Bengaluru,14:00,15:45
708,Indore,Bengaluru,19:05,21:00
808,Indore,Bengaluru,21:35,22:30
5997,Allahabad,Bengaluru,13:30,16:00
5997,Allahabad,Bengaluru,16:40,19:00
406,Raipur,Bengaluru,07:40,09:40
491,Chandigarh,Bengaluru,08:10,11:15
491,Chandigarh,Bengaluru,08:10,11:15
491,Chandigarh,Bengaluru,10:45,13:45
491,Chandigarh,Bengaluru,10:45,13:45
593,Chandigarh,Bengaluru,13:20,16:25
593,Chandigarh,Bengaluru,15:35,18:35
819,Pune,Bengaluru,05:00,06:35
407,Pune,Bengaluru,10:45,12:15
407,Pune,Bengaluru,11:00,12:30
758,Pune,Bengaluru,13:05,14:35
105,Pune,Bengaluru,17:20,18:50
499,Udaipur,Bengaluru,18:00,20:10
7106,Tirupati,Bengaluru,08:10,09:10
7113,Tirupati,Bengaluru,14:30,15:25
389,Guwahati,Bengaluru,08:30,11:50
389,Guwahati,Bengaluru,08:30,11:50
316,Guwahati,Bengaluru,17:35,20:55
271,Chennai,Bengaluru,09:15,10:20
119,Chennai,Bengaluru,13:55,14:55
119,Chennai,Bengaluru,13:55,14:55
847,Chennai,Bengaluru,16:55,17:55
7224,Chennai,Bengaluru,18:30,19:40
232,Chennai,Bengaluru,21:15,22:15
662,Hubli,Bengaluru,18:15,19:15
2066,Surat,Bengaluru,08:50,10:40
312,Coimbatore,Bengaluru,09:40,10:45
347,Coimbatore,Bengaluru,14:30,15:35
347,Coimbatore,Bengaluru,18:05,19:10
7161,Tiruchirappalli,Bengaluru,08:00,09:05
477,Goa,Bengaluru,05:25,06:35
477,Goa,Bengaluru,08:15,09:20
345,Kolkata,Bengaluru,09:35,12:20
822,Kolkata,Bengaluru,10:10,12:55
958,Kolkata,Bengaluru,14:20,17:05
994,Kolkata,Bengaluru,15:10,17:45
6965,Kolkata,Bengaluru,15:20,17:55
7205,Hyderabad,Vijayawada,13:20,14:25
7211,Hyderabad,Vijayawada,19:35,20:40
423,Delhi,Vijayawada,13:10,15:30
7204,Bengaluru,Vijayawada,10:00,11:35
7134,Bengaluru,Vijayawada,18:30,20:10
7204,Bengaluru,Vijayawada,10:00,11:30
7132,Chennai,Vijayawada,13:35,15:10
7208,Chennai,Vijayawada,16:30,17:55
7231,Chennai,Vijayawada,19:40,19:10
421,Delhi,Ranchi,07:20,09:05
509,Delhi,Ranchi,12:00,13:50
6325,Delhi,Ranchi,15:35,17:25
6325,Delhi,Ranchi,15:35,17:25
5097,Delhi,Ranchi,18:15,20:10
499,Patna,Ranchi,09:35,14:25
485,Patna,Ranchi,14:55,15:50
787,Patna,Ranchi,15:30,16:15
498,Bengaluru,Ranchi,05:25,07:50
3955,Kolkata,Ranchi,05:20,06:30
344,Kolkata,Ranchi,11:35,12:40
997,Kolkata,Ranchi,18:40,19:25
997,Kolkata,Ranchi,18:50,19:25
733,Delhi,Indore,11:05,12:30
436,Delhi,Indore,17:00,18:25
646,Delhi,Indore,19:35,21:00
438,Lucknow,Indore,07:30,09:00
181,Mumbai,Indore,12:05,13:25
741,Mumbai,Indore,15:00,16:15
225,Mumbai,Indore,19:25,20:50
704,Ahmedabad,Indore,12:25,13:25
702,Bengaluru,Indore,08:30,10:25
702,Bengaluru,Indore,08:30,10:25
702,Bengaluru,Indore,08:30,10:25
807,Bengaluru,Indore,13:25,15:30
245,Raipur,Indore,08:30,10:05
708,Raipur,Indore,17:15,18:35
143,Chennai,Indore,17:10,19:10
252,Goa,Indore,13:00,14:50
2064,Delhi,Vadodara,13:55,15:40
567,Mumbai,Vadodara,06:25,07:35
621,Mumbai,Vadodara,15:30,16:40
7252,Guwahati,Silchar,09:40,10:55
7249,Kolkata,Silchar,02:35,11:15
7249,Kolkata,Silchar,03:55,08:30
5998,Bengaluru,Allahabad,10:30,13:00
7987,Raipur,Allahabad,13:00,14:30
384,Hyderabad,Raipur,07:55,09:10
334,Hyderabad,Raipur,10:15,11:45
297,Hyderabad,Raipur,16:20,17:40
466,Hyderabad,Raipur,17:20,18:35
466,Hyderabad,Raipur,17:50,19:10
471,Hyderabad,Raipur,19:25,20:40
2393,Delhi,Raipur,08:30,10:15
2201,Delhi,Raipur,12:30,14:15
2912,Delhi,Raipur,17:30,19:15
7234,Bhubaneswar,Raipur,17:20,18:20
801,Mumbai,Raipur,09:25,11:15
324,Mumbai,Raipur,14:25,16:15
712,Mumbai,Raipur,16:45,18:40
712,Mumbai,Raipur,16:45,18:40
828,Bengaluru,Raipur,19:05,20:55
405,Bengaluru,Raipur,07:50,09:50
811,Indore,Raipur,07:40,09:00
252,Indore,Raipur,15:20,16:35
7986,Allahabad,Raipur,10:15,12:30
7989,Allahabad,Raipur,10:05,12:00
708,Kolkata,Raipur,15:20,16:45
269,Hyderabad,Chandigarh,12:00,14:25
545,Delhi,Chandigarh,06:40,07:25
545,Delhi,Chandigarh,06:40,07:25
937,Delhi,Chandigarh,13:35,14:30
495,Mumbai,Chandigarh,09:20,11:40
734,Mumbai,Chandigarh,11:45,14:05
592,Bengaluru,Chandigarh,09:20,12:30
6512,Bengaluru,Chandigarh,07:10,10:15
592,Bengaluru,Chandigarh,09:20,12:30
6514,Bengaluru,Chandigarh,09:40,13:00
592,Bengaluru,Chandigarh,12:00,15:00
496,Hyderabad,Pune,14:25,15:40
118,Hyderabad,Pune,22:05,23:15
769,Delhi,Pune,08:10,10:15
769,Delhi,Pune,08:20,10:30
105,Delhi,Pune,14:40,16:50
286,Delhi,Pune,17:45,20:00
671,Delhi,Pune,20:50,23:00
337,Kochi,Pune,00:25,02:10
528,Kochi,Pune,13:20,15:00
202,Ahmedabad,Pune,16:10,17:25
674,Ahmedabad,Pune,21:55,23:10
351,Ahmedabad,Pune,04:35,05:55
202,Ahmedabad,Pune,16:10,17:25
674,Ahmedabad,Pune,21:50,23:10
699,Bengaluru,Pune,03:05,04:30
6104,Bengaluru,Pune,09:40,11:05
287,Bengaluru,Pune,10:55,12:30
528,Bengaluru,Pune,16:55,18:30
528,Bengaluru,Pune,16:55,18:30
426,Bengaluru,Pune,20:25,21:50
6104,Bengaluru,Pune,09:40,11:05
6287,Bengaluru,Pune,11:05,12:30
502,Chennai,Pune,08:10,09:55
502,Chennai,Pune,08:50,10:30
311,Chennai,Pune,11:40,13:15
117,Goa,Pune,02:05,03:10
794,Kolkata,Pune,19:15,21:55
794,Kolkata,Pune,19:15,22:00
481,Hyderabad,Udaipur,15:05,16:45
2746,Delhi,Udaipur,07:55,09:10
2554,Delhi,Udaipur,13:15,14:25
749,Mumbai,Udaipur,12:15,13:40
442,Jaipur,Udaipur,16:10,17:05
442,Jaipur,Udaipur,16:10,17:05
442,Jaipur,Udaipur,16:10,17:05
968,Bengaluru,Udaipur,15:10,17:30
968,Bengaluru,Udaipur,10:40,13:05
978,Bengaluru,Udaipur,11:30,13:50
513,Chennai,Udaipur,09:20,11:50
7112,Hyderabad,Tirupati,12:45,14:10
7116,Hyderabad,Tirupati,19:10,20:35
7993,Kolhapur,Tirupati,09:05,11:00
7107,Bengaluru,Tirupati,09:30,10:30
7114,Bengaluru,Tirupati,15:45,16:45
7107,Bengaluru,Tirupati,09:30,10:30
939,Delhi,Guwahati,07:45,10:20
889,Delhi,Guwahati,13:20,15:40
694,Delhi,Guwahati,17:25,19:45
954,Varanasi,Guwahati,11:15,13:15
726,Bhubaneswar,Guwahati,06:30,08:15
433,Bagdogra,Guwahati,15:30,16:25
433,Bagdogra,Guwahati,16:05,16:50
659,Kochi,Guwahati,05:40,09:00
958,Mumbai,Guwahati,07:10,10:10
813,Mumbai,Guwahati,16:45,19:50
895,Amritsar,Guwahati,19:50,22:30
614,Imphal,Guwahati,09:45,10:40
3906,Imphal,Guwahati,12:10,13:05
187,Imphal,Guwahati,13:45,14:30
6146,Ahmedabad,Guwahati,17:00,20:20
119,Bengaluru,Guwahati,15:25,18:20
119,Bengaluru,Guwahati,15:25,18:20
7251,Silchar,Guwahati,08:50,09:20
571,Chennai,Guwahati,15:00,18:00
364,Chennai,Guwahati,17:10,21:40
3645,Dibrugarh,Guwahati,13:45,14:40
465,Agartala,Guwahati,09:15,10:00
465,Agartala,Guwahati,09:15,10:00
465,Agartala,Guwahati,09:15,10:00
524,Agartala,Guwahati,14:40,15:30
316,Agartala,Guwahati,16:15,17:05
465,Agartala,Guwahati,09:15,10:00
524,Agartala,Guwahati,14:35,15:20
316,Agartala,Guwahati,16:15,17:00
899,Kolkata,Guwahati,00:10,01:25
3955,Kolkata,Guwahati,05:20,06:40
3955,Kolkata,Guwahati,05:20,06:40
207,Kolkata,Guwahati,10:40,11:50
833,Kolkata,Guwahati,11:30,12:40
557,Kolkata,Guwahati,12:10,13:55
244,Kolkata,Guwahati,15:00,16:10
292,Kolkata,Guwahati,16:10,17:25
573,Kolkata,Guwahati,20:10,21:25
7236,Kolkata,Guwahati,23:15,20:35
791,Hyderabad,Chennai,08:40,10:00
311,Hyderabad,Chennai,14:05,15:20
3174,Hyderabad,Chennai,18:40,19:50
865,Hyderabad,Chennai,22:25,23:40
513,Thiruvananthapuram,Chennai,07:05,08:40
315,Thiruvananthapuram,Chennai,10:40,12:15
343,Thiruvananthapuram,Chennai,20:35,21:55
2128,Delhi,Chennai,02:05,04:55
2403,Delhi,Chennai,03:55,06:35
2859,Delhi,Chennai,08:30,11:20
2443,Delhi,Chennai,09:55,12:45
2315,Delhi,Chennai,16:20,19:15
2694,Delhi,Chennai,18:05,20:55
756,Bhubaneswar,Chennai,14:45,16:40
7131,Calicut,Chennai,11:25,13:00
7229,Calicut,Chennai,17:30,19:20
7215,Madurai,Chennai,07:55,09:30
7217,Madurai,Chennai,11:40,13:05
7194,Madurai,Chennai,11:50,13:20
7198,Madurai,Chennai,19:10,20:30
269,Kochi,Chennai,06:20,09:35
141,Kochi,Chennai,10:50,12:05
301,Kochi,Chennai,12:00,13:15
305,Kochi,Chennai,12:05,13:10
571,Kochi,Chennai,13:15,14:30
571,Kochi,Chennai,13:55,15:10
612,Kochi,Chennai,16:55,18:10
229,Mumbai,Chennai,06:10,08:10
3834,Mumbai,Chennai,09:40,11:40
768,Mumbai,Chennai,14:40,16:40
675,Mumbai,Chennai,19:25,21:30
512,Visakhapatnam,Chennai,14:55,16:20
437,Amritsar,Chennai,19:15,22:15
7124,Rajahmundry,Chennai,16:10,17:45
624,Port Blair,Chennai,11:10,13:25
238,Ahmedabad,Chennai,09:45,12:20
238,Ahmedabad,Chennai,09:45,12:20
238,Ahmedabad,Chennai,09:55,12:20
569,Jaipur,Chennai,14:05,16:45
437,Jaipur,Chennai,18:55,21:35
541,Bengaluru,Chennai,09:15,10:15
258,Bengaluru,Chennai,13:35,14:35
258,Bengaluru,Chennai,14:00,15:00
237,Bengaluru,Chennai,14:35,15:35
7221,Bengaluru,Chennai,17:10,18:10
541,Bengaluru,Chennai,09:10,10:15
6212,Bengaluru,Chennai,11:10,12:15
389,Bengaluru,Chennai,12:25,13:25
7207,Vijayawada,Chennai,14:45,16:10
7184,Tuticorin,Chennai,08:00,09:40
7186,Tuticorin,Chennai,12:25,14:00
7186,Tuticorin,Chennai,12:35,14:15
7188,Tuticorin,Chennai,16:50,18:45
793,Chandigarh,Chennai,13:40,16:25
6406,Pune,Chennai,00:40,02:25
6406,Pune,Chennai,00:40,02:25
302,Pune,Chennai,13:45,15:30
514,Udaipur,Chennai,12:25,14:55
5992,Hubli,Chennai,09:45,11:00
5992,Hubli,Chennai,14:00,15:20
